Age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,age_group
22,Female,Multiple times a week,Clothing and Fashion,No,Few times a week,categories,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,Sometimes,2,3,Wide product selection,Customer service responsiveness,19-25
32,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,No,3,1,Wide product selection,Shipping speed and reliability,26-35
47,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,First page,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Moderately,Yes,3,No,3,3,Competitive prices,Customer service responsiveness,46-55
22,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Always,No,Heavily,No,3,Sometimes,3,3,Competitive prices,Reducing packaging waste,19-25
47,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,High shipping costs,Rarely,No,Occasionally,No,3,No,3,2,Competitive prices,Customer service responsiveness,46-55
22,Male,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,2,Yes,3,3,Product recommendations,Customer service responsiveness,19-25
45,Female,Few times a month,Beauty and Personal Care,No,Few times a week,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,No,1,3,Competitive prices,Reducing packaging waste,46-55
21,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Moderately,No,4,No,2,3,Product recommendations,User interface ,19-25
27,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,3,Sometimes,3,4,User-friendly website/app interface,Customer service responsiveness,26-35
37,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Yes,3,5,Wide product selection,Product quality and accuracy,36-45
33,Male,Few times a month,others,Sometimes,Multiple times a day,Filter,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,No,3,3,Competitive prices,Customer service responsiveness,26-35
22,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,4,Sometimes,3,4,Product recommendations,Irrelevant product suggestions,19-25
25,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,others,Multiple pages,2,Maybe,Never,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,1,Sometimes,3,3,Product recommendations,Customer service responsiveness,26-35
28,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,First page,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,3,Wide product selection,Shipping speed and reliability,26-35
17,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,3,Sometimes,2,4,Competitive prices,Product quality and accuracy,0-18
16,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,2,Competitive prices,Shipping speed and reliability,0-18
32,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,others,Often,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,26-35
27,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Often,No,Moderately,Yes,4,Sometimes,3,3,Wide product selection,Reducing packaging waste,26-35
18,Female,Less than once a month,Clothing and Fashion;others,No,Multiple times a day,Filter,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Reducing packaging waste,19-25
37,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,36-45
28,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,26-35
48,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Keyword,First page,1,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,46-55
50,Female,Once a month,others,No,Few times a month,Keyword,First page,3,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Rarely,No,3,Sometimes,3,3,Competitive prices,Reducing packaging waste,46-55
24,Female,Less than once a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,4,No,Often,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website/app interface,Reducing packaging waste,19-25
40,Female,Multiple times a week,Beauty and Personal Care,Yes,Rarely,Keyword,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,Sometimes,2,4,Product recommendations,Reducing packaging waste,36-45
25,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,1,Yes,3,3,Product recommendations,Shipping speed and reliability,26-35
31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,categories,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Occasionally,No,5,Sometimes,2,3,Product recommendations,Reducing packaging waste,26-35
18,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,categories,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,4,Sometimes,2,2,User-friendly website/app interface,Product quality and accuracy,19-25
26,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,others,First page,1,No,Sometimes,High shipping costs,Often,No,Moderately,Yes,2,Sometimes,5,1,Product recommendations,Customer service responsiveness,26-35
16,Female,Once a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,5,No,Often,Changed my mind or no longer need the item,Often,No,Never,No,2,Yes,4,5,Competitive prices,Product quality and accuracy,0-18
18,Female,Once a week,Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,3,Yes,Often,others,Often,Yes,Heavily,No,2,Sometimes,2,4,Competitive prices,Shipping speed and reliability,19-25
40,Male,Less than once a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Moderately,Yes,2,No,2,2,User-friendly website/app interface,Product quality and accuracy,36-45
19,Male,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,No,3,1,Wide product selection,Customer service responsiveness,19-25
16,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,1,No,2,2,Wide product selection,Reducing packaging waste,0-18
43,Prefer not to say,Few times a month,Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,5,Yes,3,3,Wide product selection,Customer service responsiveness,36-45
25,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,2,Yes,Always,High shipping costs,Sometimes,Yes,Heavily,No,4,Sometimes,1,3,Wide product selection,Product quality and accuracy,26-35
22,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,1,No,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,5,1,Product recommendations,Customer service responsiveness,19-25
17,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Keyword,First page,1,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,1,Sometimes,4,5,Wide product selection,Shipping speed and reliability,0-18
34,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,No,2,4,Product recommendations,Customer service responsiveness,26-35
30,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Filter,Multiple pages,3,No,Often,others,Always,Yes,Never,Yes,4,No,2,1,User-friendly website/app interface,Customer service responsiveness,26-35
31,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,1,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,2,Yes,2,2,User-friendly website/app interface,Product quality and accuracy,26-35
31,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,Sometimes,4,2,Wide product selection,Shipping speed and reliability,26-35
34,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,Multiple pages,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,2,Yes,3,4,Wide product selection,Product quality and accuracy,26-35
26,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,3,Competitive prices,Product quality and accuracy,26-35
26,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,5,Sometimes,3,2,Wide product selection,Shipping speed and reliability,26-35
24,Male,Once a month,Beauty and Personal Care,Sometimes,Few times a week,others,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,1,Sometimes,3,3,Product recommendations,Product quality and accuracy,19-25
26,Prefer not to say,Once a month,Clothing and Fashion,Yes,Few times a week,Filter,First page,1,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,3,2,Competitive prices,User interface of app,26-35
29,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,1,Yes,1,4,Wide product selection,Product quality and accuracy,26-35
37,Male,Once a month,Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,1,Yes,3,3,Competitive prices,Reducing packaging waste,36-45
34,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,3,No,Often,High shipping costs,Often,No,Occasionally,No,1,Yes,5,1,Product recommendations,Product quality and accuracy,26-35
31,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,Sometimes,1,3,Quick delivery,Shipping speed and reliability,26-35
27,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,others,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,No,3,1,Competitive prices,Product quality and accuracy,26-35
23,Male,Once a month,Clothing and Fashion,Yes,Few times a week,categories,First page,1,Yes,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,1,No,3,3,User-friendly website/app interface,Product quality and accuracy,19-25
21,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,4,Maybe,Always,High shipping costs,Often,No,Heavily,No,2,Yes,2,2,Wide product selection,Reducing packaging waste,19-25
53,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Always,Yes,Moderately,Yes,1,No,1,2,Wide product selection,Product quality and accuracy,46-55
26,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,4,Sometimes,1,1,Competitive prices,Customer service responsiveness,26-35
28,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,No,3,1,Competitive prices,Shipping speed and reliability,26-35
47,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Heavily,Sometimes,4,Sometimes,2,2,Wide product selection,Customer service responsiveness,46-55
37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,categories,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,1,Sometimes,2,3,User-friendly website/app interface,Reducing packaging waste,36-45
37,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,2,Yes,4,1,Wide product selection,Product quality and accuracy,36-45
39,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Rarely,Yes,4,Sometimes,1,4,Competitive prices,Customer service responsiveness,36-45
40,Male,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Often,No,Rarely,Yes,2,No,4,1,Competitive prices,Customer service responsiveness,36-45
23,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,categories,Multiple pages,2,Maybe,Always,Found a better price elsewhere,Often,No,Moderately,Yes,5,No,2,3,Wide product selection,Reducing packaging waste,19-25
25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,First page,2,Yes,Sometimes,Found a better price elsewhere,Often,No,Occasionally,No,1,Yes,2,2,Competitive prices,Reducing packaging waste,26-35
34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,1,Yes,5,2,User-friendly website/app interface,Shipping speed and reliability,26-35
26,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,4,Sometimes,1,5,Wide product selection,Product quality and accuracy,26-35
31,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,4,Sometimes,1,3,Competitive prices,Product quality and accuracy,26-35
26,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,No,4,1,Wide product selection,Customer service responsiveness,26-35
34,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,3,No,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,4,4,User-friendly website/app interface,Customer service responsiveness,26-35
18,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,No,2,3,Product recommendations,Customer service responsiveness,19-25
40,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,3,1,Product recommendations,Reducing packaging waste,36-45
42,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,2,Sometimes,3,2,Competitive prices,Product quality and accuracy,36-45
35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,Yes,3,3,Product recommendations,Customer service responsiveness,36-45
37,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,categories,First page,2,Yes,Often,Found a better price elsewhere,Sometimes,No,Heavily,Yes,2,Yes,2,1,User-friendly website/app interface,Customer service responsiveness,36-45
46,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Sometimes,1,No,1,2,User-friendly website/app interface,Customer service responsiveness,46-55
24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,Sometimes,2,2,Competitive prices,Product quality and accuracy,19-25
35,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,2,Sometimes,2,2,Product recommendations,Customer service responsiveness,36-45
46,Prefer not to say,Few times a month,Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,2,Yes,2,1,Wide product selection,Customer service responsiveness,46-55
32,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,2,Sometimes,2,2,Wide product selection,Shipping speed and reliability,26-35
35,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,3,No,3,2,Wide product selection,Customer service responsiveness,36-45
36,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,others,First page,1,Maybe,Often,High shipping costs,Often,Yes,Occasionally,Yes,5,No,2,2,Competitive prices,Customer service responsiveness,36-45
15,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,3,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Sometimes,1,2,Competitive prices,Product quality and accuracy,0-18
43,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,No,3,1,Competitive prices,Shipping speed and reliability,36-45
20,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,2,No,2,2,Competitive prices,Shipping speed and reliability,19-25
34,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,3,Maybe,Often,others,Sometimes,Yes,Occasionally,No,5,No,2,3,Product recommendations,Customer service responsiveness,26-35
34,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,2,No,Never,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Shipping speed and reliability,26-35
47,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Rarely,No,Occasionally,No,4,Sometimes,4,2,Wide product selection,Product quality and accuracy,46-55
25,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,4,No,2,1,User-friendly website/app interface,Customer service responsiveness,26-35
21,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,No,2,2,Product recommendations,Shipping speed and reliability,19-25
24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,3,No,Sometimes,High shipping costs,Often,No,Rarely,No,3,Sometimes,2,3,Competitive prices,Customer service responsiveness,19-25
36,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,First page,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,2,Sometimes,3,2,Competitive prices,Product quality and accuracy,36-45
46,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,High shipping costs,Often,No,Moderately,No,3,Yes,3,3,Product recommendations,Customer service responsiveness,46-55
25,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,2,Sometimes,4,2,Product recommendations,Customer service responsiveness,26-35
43,Male,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,4,Sometimes,2,2,Wide product selection,Customer service responsiveness,36-45
32,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,5,Sometimes,2,1,Product recommendations,Customer service responsiveness,26-35
18,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,4,2,Product recommendations,Customer service responsiveness,19-25
45,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Heavily,Sometimes,2,No,4,4,Competitive prices,Product quality and accuracy,46-55
25,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,3,2,Wide product selection,I don't have any problem with eezybuy,26-35
45,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,2,Sometimes,2,2,Product recommendations,Product quality and accuracy,46-55
32,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,First page,1,No,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,2,No,2,2,Competitive prices,Shipping speed and reliability,26-35
42,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,1,Sometimes,2,1,Competitive prices,Customer service responsiveness,36-45
35,Female,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,1,Yes,2,2,Competitive prices,Customer service responsiveness,36-45
35,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,4,Sometimes,2,1,Product recommendations,Reducing packaging waste,36-45
52,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,3,2,Product recommendations,Product quality and accuracy,46-55
24,Male,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Always,Found a better price elsewhere,Sometimes,No,Rarely,No,1,No,2,1,Wide product selection,No problems with eezybuy,19-25
28,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Filter,Multiple pages,1,Maybe,Often,others,Sometimes,No,Moderately,Yes,2,Sometimes,1,2,Wide product selection,Product quality and accuracy,26-35
33,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,No,Heavily,No,2,No,3,1,Competitive prices,Product quality and accuracy,26-35
23,Female,Once a week,Home and Kitchen,Yes,Few times a month,categories,Multiple pages,2,No,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,No,3,1,Product recommendations,Customer service responsiveness,19-25
